Results	Entity	Line	Column	CheckID	Check Name
      Fixed Value(512) used incorrectly	SmallString	1198	16	RECOMMENDED_08	Magic Numbers
      Violation: getEntityKindFromSymbolKind defined but not called.	getEntityKindFromSymbolKind	1261	23	RECOMMENDED_13	Unused Functions
      Violation: getEntityKindFromSymbolProperties defined but not called.	getEntityKindFromSymbolProperties	1312	0	RECOMMENDED_13	Unused Functions
      Violation: getEntityLangFromSymbolLang defined but not called.	getEntityLangFromSymbolLang	1322	27	RECOMMENDED_13	Unused Functions
      Violation: VisitFunctionDecl defined but not called.	VisitFunctionDecl	34	7	RECOMMENDED_13	Unused Functions
      Violation: VisitVarDecl defined but not called.	VisitVarDecl	39	7	RECOMMENDED_13	Unused Functions
      Violation: VisitFieldDecl defined but not called.	VisitFieldDecl	44	7	RECOMMENDED_13	Unused Functions
      Violation: VisitMSPropertyDecl defined but not called.	VisitMSPropertyDecl	49	7	RECOMMENDED_13	Unused Functions
      Violation: VisitEnumConstantDecl defined but not called.	VisitEnumConstantDecl	53	7	RECOMMENDED_13	Unused Functions
      Violation: VisitTypedefNameDecl defined but not called.	VisitTypedefNameDecl	58	7	RECOMMENDED_13	Unused Functions
      Violation: VisitTagDecl defined but not called.	VisitTagDecl	63	7	RECOMMENDED_13	Unused Functions
      Violation: VisitObjCInterfaceDecl defined but not called.	VisitObjCInterfaceDecl	68	7	RECOMMENDED_13	Unused Functions
      Violation: VisitObjCProtocolDecl defined but not called.	VisitObjCProtocolDecl	73	7	RECOMMENDED_13	Unused Functions
      Violation: VisitObjCImplementationDecl defined but not called.	VisitObjCImplementationDecl	78	7	RECOMMENDED_13	Unused Functions
      Violation: VisitObjCCategoryDecl defined but not called.	VisitObjCCategoryDecl	83	7	RECOMMENDED_13	Unused Functions
      Violation: VisitObjCCategoryImplDecl defined but not called.	VisitObjCCategoryImplDecl	88	7	RECOMMENDED_13	Unused Functions
      Violation: VisitObjCMethodDecl defined but not called.	VisitObjCMethodDecl	93	7	RECOMMENDED_13	Unused Functions
      Violation: VisitObjCPropertyDecl defined but not called.	VisitObjCPropertyDecl	101	7	RECOMMENDED_13	Unused Functions
      Violation: VisitObjCPropertyImplDecl defined but not called.	VisitObjCPropertyImplDecl	106	7	RECOMMENDED_13	Unused Functions
      Violation: VisitNamespaceDecl defined but not called.	VisitNamespaceDecl	111	7	RECOMMENDED_13	Unused Functions
      Violation: VisitUsingDecl defined but not called.	VisitUsingDecl	116	7	RECOMMENDED_13	Unused Functions
      Violation: VisitUsingDirectiveDecl defined but not called.	VisitUsingDirectiveDecl	120	7	RECOMMENDED_13	Unused Functions
      Violation: VisitClassTemplateDecl defined but not called.	VisitClassTemplateDecl	124	7	RECOMMENDED_13	Unused Functions
      Violation: VisitClassTemplateSpecializationDecl defined but not called.	VisitClassTemplateSpecializationDecl	129	7	RECOMMENDED_13	Unused Functions
      Violation: VisitFunctionTemplateDecl defined but not called.	VisitFunctionTemplateDecl	135	7	RECOMMENDED_13	Unused Functions
      Violation: VisitTypeAliasTemplateDecl defined but not called.	VisitTypeAliasTemplateDecl	140	7	RECOMMENDED_13	Unused Functions
      Violation: VisitImportDecl defined but not called.	VisitImportDecl	145	7	RECOMMENDED_13	Unused Functions
      Violation: handleDeclOccurence defined but not called.	handleDeclOccurence	157	26	RECOMMENDED_13	Unused Functions
      Violation: handleModuleOccurence defined but not called.	handleModuleOccurence	223	26	RECOMMENDED_13	Unused Functions
      Violation: finish defined but not called.	finish	232	26	RECOMMENDED_13	Unused Functions
      Violation: setPreprocessor defined but not called.	setPreprocessor	416	26	RECOMMENDED_13	Unused Functions
      Violation: handleDiagnosticSet defined but not called.	handleDiagnosticSet	535	26	RECOMMENDED_13	Unused Functions
      Violation: handleMSProperty defined but not called.	handleMSProperty	636	26	RECOMMENDED_13	Unused Functions
      Violation: handleReference defined but not called.	handleReference	891	26	RECOMMENDED_13	Unused Functions
      Violation: toCStr defined but not called.	toCStr	396	26	RECOMMENDED_13	Unused Functions
      Violation: IBOutletCollectionInfo defined but not called.	IBOutletCollectionInfo	265	24	RECOMMENDED_13	Unused Functions
      Violation: AttrListInfo defined but not called.	AttrListInfo	279	14	RECOMMENDED_13	Unused Functions
      Violation: create defined but not called.	create	332	14	RECOMMENDED_13	Unused Functions
      Unused Local Variable	D	49	49	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	D	116	39	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	D	120	57	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	Relations	158	65	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	Mod	224	62	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	Loc	226	63	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	D	338	77	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	isImport	463	42	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	isAngled	463	57	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	isModuleImport	464	42	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	SA	468	15	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	Cursor	906	47	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	E	909	50	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	Kind	910	57	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	Role	911	51	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	SA	1159	50	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	SymInfo	1168	13	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	II	1182	22	RECOMMENDED_14	Unused Local Variables
      No comment with variable declaration	DataConsumer	25	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DeclLoc	26	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	LexicalDC	27	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ND	163	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ObjCID	167	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ObjCPD	175	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Kind	184	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXRole	188	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Cursor	190	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OrigND	197	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	LexicalDC	210	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SymRel	212	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	244	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PD	245	22	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ProtInfo	248	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	i	257	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	e	257	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	i	260	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	e	260	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ClassInfo	265	0	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SA	280	4	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ref_cnt	280	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	A	285	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	C	286	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	287	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	i	304	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	e	304	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	IBInfo	305	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	IBAttr	309	6	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	InterfaceLocStart	310	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ty	316	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ObjectTy	317	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	InterD	318	35	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	i	327	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	e	327	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SA	333	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	attrs	334	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Base	341	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	BaseD	343	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	T	344	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	345	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TDT	347	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TST	350	10	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	RT	352	33	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	BaseInfo	358	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	i	364	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	e	364	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	i	369	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	e	369	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	375	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TL	376	10	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	buf	405	8	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ND	426	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	idxFile	452	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SA	468	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Info	469	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	idxFile	474	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Info	494	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	astFile	501	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Info	509	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	astFile	516	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	idxCont	521	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DiagSet	531	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SA	552	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	isDef	609	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	isContainer	610	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	isSkipped	611	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DInfo	618	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXRD	649	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DInfo	652	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SA	679	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	BaseClass	681	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	BaseEntity	682	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SuperD	684	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SuperLoc	686	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	EmptyProtoList	695	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ProtInfo	696	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	InterInfo	701	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SA	735	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	EmptyProtoList	736	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ProtListInfo	737	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ProtInfo	742	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SA	749	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ClassEntity	752	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	IFaceD	753	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ClassLoc	754	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CategoryLoc	755	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ProtInfo	762	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SA	781	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CatD	783	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ClassEntity	785	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	IFaceD	786	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ClassLoc	787	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CategoryLoc	788	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	isDef	811	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	isContainer	812	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	isSkipped	813	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DInfo	820	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PD	828	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DC	829	8	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SA	843	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DInfo	845	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	GetterEntity	846	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SetterEntity	847	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Getter	851	22	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Setter	857	22	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Cursor	900	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SA	931	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	RefEntity	932	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ParentEntity	932	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Container	939	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Info	942	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	956	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FileLoc	957	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FID	958	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SA	999	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	BaseList	1002	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	e	1009	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	baseInfo	1010	34	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	BaseD	1012	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	1014	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	1034	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	LocInfo	1037	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FID	1038	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FE	1042	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	RefOccur	1045	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ImplD	1056	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CatImplD	1060	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FD	1062	33	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TemplD	1063	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	RD	1065	34	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TemplD	1066	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DC	1075	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ClassTempl	1079	31	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FuncTempl	1082	10	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	idxLoc	1113	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	1129	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	LocInfo	1132	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FID	1133	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FileOffset	1134	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FE	1139	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SymInfo	1168	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	StrBuf	1189	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OS	1191	32	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	StrBuf	1198	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ignore	1199	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TD	1216	22	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ID	1218	31	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PD	1220	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Template	1222	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Namespace	1224	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Namespace	1226	32	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Field	1228	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Var	1230	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SD	1252	8	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FD	1255	26	RECOMMENDED_16	Variables should be commented
    CXIndexDataConsumer.h					
      "EntityInfo" defined in header file.	EntityInfo	53	2	RECOMMENDED_01	Definitions in Header Files
      "DeclInfo" defined in header file.	DeclInfo	86	2	RECOMMENDED_01	Definitions in Header Files
      "DeclInfo" defined in header file.	DeclInfo	96	2	RECOMMENDED_01	Definitions in Header Files
      "ObjCContainerDeclInfo" defined in header file.	ObjCContainerDeclInfo	112	2	RECOMMENDED_01	Definitions in Header Files
      "ObjCContainerDeclInfo" defined in header file.	ObjCContainerDeclInfo	119	2	RECOMMENDED_01	Definitions in Header Files
      "classof" defined in header file.	classof	128	14	RECOMMENDED_01	Definitions in Header Files
      "init" defined in header file.	init	133	7	RECOMMENDED_01	Definitions in Header Files
      "ObjCInterfaceDeclInfo" defined in header file.	ObjCInterfaceDeclInfo	147	2	RECOMMENDED_01	Definitions in Header Files
      "classof" defined in header file.	classof	153	14	RECOMMENDED_01	Definitions in Header Files
      "ObjCProtocolDeclInfo" defined in header file.	ObjCProtocolDeclInfo	161	2	RECOMMENDED_01	Definitions in Header Files
      "classof" defined in header file.	classof	167	14	RECOMMENDED_01	Definitions in Header Files
      "ObjCCategoryDeclInfo" defined in header file.	ObjCCategoryDeclInfo	176	11	RECOMMENDED_01	Definitions in Header Files
      "classof" defined in header file.	classof	182	14	RECOMMENDED_01	Definitions in Header Files
      "ObjCPropertyDeclInfo" defined in header file.	ObjCPropertyDeclInfo	190	2	RECOMMENDED_01	Definitions in Header Files
      "classof" defined in header file.	classof	195	14	RECOMMENDED_01	Definitions in Header Files
      "CXXClassDeclInfo" defined in header file.	CXXClassDeclInfo	203	2	RECOMMENDED_01	Definitions in Header Files
      "classof" defined in header file.	classof	206	14	RECOMMENDED_01	Definitions in Header Files
      "AttrInfo" defined in header file.	AttrInfo	214	2	RECOMMENDED_01	Definitions in Header Files
      "IBOutletCollectionInfo" defined in header file.	IBOutletCollectionInfo	226	2	RECOMMENDED_01	Definitions in Header Files
      "classof" defined in header file.	classof	234	14	RECOMMENDED_01	Definitions in Header Files
      "getListInfo" defined in header file.	getListInfo	303	33	RECOMMENDED_01	Definitions in Header Files
      "Info" defined in header file.	Info	304	35	RECOMMENDED_01	Definitions in Header Files
      "getBases" defined in header file.	getBases	319	37	RECOMMENDED_01	Definitions in Header Files
      "getNumBases" defined in header file.	getNumBases	322	13	RECOMMENDED_01	Definitions in Header Files
      Max Length(200) Exceeded: 532 lines.	CXIndexDataConsumer.h	0	0	RECOMMENDED_02	Files too long
      Fixed Value(0) used incorrectly	numAttributes	56	20	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	numAttributes	92	20	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	flags	94	12	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	numAttributes	103	20	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	flags	105	12	RECOMMENDED_08	Magic Numbers
      Fixed Value(2) used incorrectly	SmallVector	242	24	RECOMMENDED_08	Magic Numbers
      Fixed Value(2) used incorrectly	SmallVector	243	38	RECOMMENDED_08	Magic Numbers
      Fixed Value(2) used incorrectly	SmallVector	244	31	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	ref_cnt	267	22	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	ref_cnt	268	21	RECOMMENDED_08	Magic Numbers
      Fixed Value(4) used incorrectly	SmallVector	299	42	RECOMMENDED_08	Magic Numbers
      Fixed Value(4) used incorrectly	SmallVector	300	28	RECOMMENDED_08	Magic Numbers
      Fixed Value(4) used incorrectly	SmallVector	301	44	RECOMMENDED_08	Magic Numbers
      Fixed Value(4) used incorrectly	SmallVector	315	36	RECOMMENDED_08	Magic Numbers
      Fixed Value(4) used incorrectly	SmallVector	316	28	RECOMMENDED_08	Magic Numbers
      Fixed Value(4) used incorrectly	SmallVector	317	38	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	StrAdapterCount	521	32	RECOMMENDED_08	Magic Numbers
      Violation: ScratchAlloc defined but not called.	ScratchAlloc	515	21	RECOMMENDED_13	Unused Functions
      Violation: DeclInfo defined but not called.	DeclInfo	96	2	RECOMMENDED_13	Unused Functions
      Violation: ObjCContainerDeclInfo defined but not called.	ObjCContainerDeclInfo	119	2	RECOMMENDED_13	Unused Functions
      Violation: classof defined but not called.	classof	128	14	RECOMMENDED_13	Unused Functions
      Violation: classof defined but not called.	classof	153	14	RECOMMENDED_13	Unused Functions
      Violation: classof defined but not called.	classof	167	14	RECOMMENDED_13	Unused Functions
      Violation: classof defined but not called.	classof	182	14	RECOMMENDED_13	Unused Functions
      Violation: classof defined but not called.	classof	195	14	RECOMMENDED_13	Unused Functions
      Violation: classof defined but not called.	classof	206	14	RECOMMENDED_13	Unused Functions
      Violation: classof defined but not called.	classof	234	14	RECOMMENDED_13	Unused Functions
      Violation: getAttrs defined but not called.	getAttrs	255	30	RECOMMENDED_13	Unused Functions
      Violation: getNumAttrs defined but not called.	getNumAttrs	260	11	RECOMMENDED_13	Unused Functions
      Violation: Retain defined but not called.	Retain	265	7	RECOMMENDED_13	Unused Functions
      Violation: Release defined but not called.	Release	266	7	RECOMMENDED_13	Unused Functions
      Violation: shouldIndexImplicitTemplateInsts defined but not called.	shouldIndexImplicitTemplateInsts	354	7	RECOMMENDED_13	Unused Functions
      No comment with variable declaration	IdxCtx	33	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Dcl	49	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	IndexCtx	50	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	AttrList	51	35	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DC	61	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	IndexCtx	62	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Kind	79	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	EntInfo	81	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SemanticContainer	82	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	LexicalContainer	83	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DeclAsContainer	84	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ObjCContDeclInfo	110	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ObjCInterDeclInfo	144	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ObjCProtoListInfo	145	31	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ObjCProtoRefListInfo	159	31	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ObjCCatDeclInfo	173	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ObjCProtoListInfo	174	31	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ObjCPropDeclInfo	188	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXClassInfo	201	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	A	212	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ClassInfo	223	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	IBCollInfo	224	34	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SA	240	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Attrs	242	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	IBCollAttrs	243	41	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXAttrs	244	34	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ref_cnt	245	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ctx	276	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ClientData	277	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CB	278	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	IndexOptions	279	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXTU	280	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FileMap	287	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ContainerMap	288	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	EntityMap	289	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	RefFileOccurrences	292	36	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	StrScratch	294	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	StrAdapterCount	295	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ProtInfos	299	45	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ProtEntities	300	31	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Prots	301	47	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Info	304	35	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	BaseInfos	315	39	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	BaseEntities	316	31	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXBases	317	41	RECOMMENDED_16	Variables should be commented
    CXLoadedDiagnostic.cpp					
      Comment appears to contain code in or near offset	offset	157		RECOMMENDED_00	"Commented Out" Code
      Max Length(200) Exceeded: 394 lines.	CXLoadedDiagnostic.cpp	0	0	RECOMMENDED_02	Files too long
      Macro CASE is defined within a block	CASE	76	8	RECOMMENDED_07	Macros shall not be #define'd or #undef'd within a block
      Macro CASE is undefined within a block	CASE	82	7	RECOMMENDED_07	Macros shall not be #define'd or #undef'd within a block
      Fixed Value(0x1) used incorrectly	V	94	7	RECOMMENDED_08	Magic Numbers
      Fixed Value(0x1) used incorrectly	V	167	14	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	uintptr_t	168	19	RECOMMENDED_08	Magic Numbers
      Fixed Value(8) used incorrectly	SmallVector	191	51	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	FileID	275	16	RECOMMENDED_08	Magic Numbers
      Fixed Value(65536) used incorrectly	size	324	20	RECOMMENDED_08	Magic Numbers
      Fixed Value(65536) used incorrectly	size	332	20	RECOMMENDED_08	Magic Numbers
