Results	Entity	Line	Column	CheckID	Check Name
      No comment with variable declaration	Cursor	1056	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	V	1057	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ID	1109	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PropertyId	1113	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	MD	1128	22	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	typeParam	1140	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FriendD	1281	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Typedef	1344	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Tag	1346	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TST	1348	42	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Qualifiers	1366	41	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Q	1371	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	NNS	1372	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	1471	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	1476	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	1481	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Typedef	1549	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	1583	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	N	1583	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	1596	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	N	1596	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	1601	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	N	1601	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	1647	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	N	1647	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	1648	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Size	1659	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	N	1690	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	N	1727	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	1746	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	1794	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	1804	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	T	1874	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	S	1922	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Parent	1955	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	size	2112	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SubStmt	2113	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	2261	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2272	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2280	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2283	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2291	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2294	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2297	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2300	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2310	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2313	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2316	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2319	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2327	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2330	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2333	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2336	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2344	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2347	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2350	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2353	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2356	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2362	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2365	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2368	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2371	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2383	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2386	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2389	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2396	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2399	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2402	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	size	2437	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	2458	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	QualifierLoc	2465	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	QualifierLoc	2474	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	size	2559	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	isFirst	2560	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	2561	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	2574	45	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Field	2577	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FD	2629	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	2648	43	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Node	2649	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	2692	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	2734	39	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2735	39	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	2816	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Range	2964	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Arg	2993	40	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	LS	3007	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	stmt	3008	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	V	3018	37	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	V	3031	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Arg	3071	42	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ArgEnd	3072	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	3106	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Pack	3107	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	N	3150	33	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	result	3184	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	WantQualifier	3194	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	WantTemplateArgs	3195	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	WantSinglePiece	3196	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Kind	3198	34	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Pieces	3200	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	R	3219	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CIdxr	3268	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TU	3316	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Result	3317	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXIdx	3338	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FileSystemOpts	3339	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Diags	3341	40	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Options	3367	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TU	3538	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Result	3539	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXIdx	3388	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PrecompilePreamble	3393	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CacheCodeCompletionResults	3400	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	IncludeBriefCommentsInCodeCompletion	3402	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SingleFileParse	3404	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ForSerialization	3405	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SkipFunctionBodies	3406	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	UF	3433	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	MB	3434	40	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	3452	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	NumErrors	3482	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Arg	3523	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Args	3553	31	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	i	3568	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	result	3575	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CRC	3582	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	i	3588	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	i	3595	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TU	3607	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	tu	3615	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ctx	3616	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	encoding	3617	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	MDR	3626	37	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	II	3636	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ASTU	3640	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	MI	3642	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	II	3648	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ASTU	3652	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	MI	3654	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	3660	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FD	3661	22	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	S	3673	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	arg	3674	8	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	3676	22	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	subExpr	3677	10	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	EvalType	3693	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	EvalData	3699	4	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	IsUnsignedInt	3700	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	unsignedVal	3695	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	intVal	3696	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	floatVal	3697	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	stringVal	3698	10	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Result	3728	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Result	3743	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ctx	3765	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	rettype	3773	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	callExpr	3774	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	result	3775	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	val	3782	10	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	floatStr	3796	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ignored	3798	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	3807	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	subExpr	3808	10	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	StrE	3811	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ObjCExpr	3812	31	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	strRef	3823	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	StrE	3832	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ObjCExpr	3833	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	strRef	3844	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CC	3852	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	S	3859	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	strLiteral	3861	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	S	3885	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	strLiteral	3887	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	3897	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	V	3898	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	strName	3900	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Var	3915	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Field	3917	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	bodyIterator	3924	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	3925	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	3932	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	3942	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXIdx	3960	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	hadError	3964	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXUnit	3979	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	result	3984	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Unit	4037	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXIdx	4067	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXUnit	4071	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	UF	4081	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	MB	4082	40	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	result	4106	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CRC	4112	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXUnit	4131	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXUnit	4141	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	impl	4151	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CTUnit	4160	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXUnit	4164	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Triple	4165	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CTUnit	4174	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXUnit	4178	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FEnt	4197	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FEnt	4205	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXUnit	4215	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	4228	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	fid	4229	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Invalid	4230	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXUnit	4252	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FEnt	4253	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FEnt	4262	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ID	4263	33	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FEnt1	4277	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FEnt2	4278	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FEnt	4286	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CE	4295	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	RefExpr	4298	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ME	4300	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	RE	4302	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PRE	4304	33	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	POE	4315	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OVE	4317	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Src	4318	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CE	4321	22	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CE	4323	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CE	4326	38	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OME	4329	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PE	4332	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	NTTP	4334	46	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SizeOfPack	4337	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CE	4346	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DRE	4351	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Member	4353	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ivar	4355	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SizeOfPack	4357	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PropRef	4359	33	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	isa	4392	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	flags	4393	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	reserved	4394	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	invoke	4395	33	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	block	4401	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ND	4416	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PropImpl	4418	36	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Property	4420	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ImportD	4423	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OMD	4430	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	S	4442	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	os	4443	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Super	4456	31	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Class	4460	31	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OID	4464	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	B	4469	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Type	4473	22	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Template	4480	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	NS	4487	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Field	4494	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Label	4501	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	4509	22	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ND	4510	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	4514	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ovl	4516	33	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Var	4524	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	4536	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SLit	4540	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OSL	4541	35	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Buf	4546	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OS	4547	32	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	4552	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	S	4559	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Label	4560	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	AA	4581	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	AA	4586	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	AA	4595	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ctx	4616	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	S	4619	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Label	4620	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ME	4631	10	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	MD	4641	10	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CD	4653	10	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CID	4656	10	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ImportD	4663	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Locs	4665	31	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FD	4678	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FunctionName	4680	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXLoc	4700	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	4701	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	P	5766	59	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	P	5772	58	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	P	5778	59	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	P	5784	50	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	P	5789	54	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	P	5795	51	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	P	5800	51	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	P	5805	49	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	BaseSpec	5810	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TSInfo	5814	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	P	5823	51	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	L	5846	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	L	5851	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	L	5857	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	L	5862	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	L	5868	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	5876	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ctx	4714	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	4723	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ctx	4727	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Manglings	4729	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	4737	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ctx	4741	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Manglings	4743	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	P	4764	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	P	4830	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	4920	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Str	4924	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OS	4925	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	UserPolicy	4926	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	4940	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Policy	4944	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FunTmpl	4945	34	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Function	4948	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Str	4949	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OS	4950	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	4955	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	N	4955	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ClassTemplate	4970	31	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Str	4971	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OS	4972	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Params	4975	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	4976	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	N	4976	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Param	4980	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	NTTP	4990	40	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ClassSpec	5001	45	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Str	5007	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OS	5008	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TokenBeginLoc	5499	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PointsAtMacroArgExpansion	5500	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	VisitedObjCPropertyImplDecl	5501	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	VisitedDeclaratorDeclStartLoc	5502	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	BestCursor	5503	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Data	5516	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ID	5532	40	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DD	5550	37	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PropImp	5563	43	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	5580	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXUnit	5619	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SLoc	5622	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Result	5623	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SearchFile	5626	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SearchLine	5627	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SearchColumn	5627	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ResultFile	5628	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ResultLine	5629	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ResultColumn	5629	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SearchFileName	5630	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ResultFileName	5630	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	KindSpelling	5630	45	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	USR	5630	59	RECOMMENDED_16	Variables should be commented
